files,text,dacy_large,lang
BREV_B1871-1879ht_B18750316FH,"Med stor interesse har jeg fulgt striden angående oversættelsen af Paul Heyses nye roman, og som forfatter kan jeg naturligvis ikke andet end harmes over at lovgivningen i vore lande endnu er så mangelfuld at sligt kan passere. At retten helt og holdent er på Deres side, derom burde jo ikke kunne tvistes, og jeg synes at både boghandlere og publikum anstændigvis må vægre sig ved at befordre afsætningen af 
herr Rées udgave. Afgørende i så henseende må dog vel Paul Heyses egen erklæring være.Denne sag bringer mig i erindring at jeg i mit forrige brev glemte at gøre Dem en forespørgsel vedrørende min proces med bogtrykker Jensen i Kristiania. 
Min advokat udbeder sig nemlig af Dem en erklæring om på hvilken tid der imellem os blev truffet aftale om nye udgaver af de to omstridte bøger. Har De endnu mine gamle breve? Og findes der i disse noget om sagen? – Derhos tillader jeg mig at spørge Dem om det står i Deres magt at oplyse på hvilken tid de første udgaver af bøgerne kan ansees for at have været udsolgte eller ude af boghandelen. –Tør jeg endvidere anmode Dem om for honoraret for «Catilina» at lade indkøbe sjællandske jernbaneobligationer eller andre papirer, og derhos for min regning at lade indbetale til fabrikant V: Ludvigsen, Petersborg-vej, no 3, et beløb af 67 kroner 65 øre.
«Fru Inger» skal i slutningen af denne måned opføres i Kristiania. I København vil man for tiden ikke indlade sig derpå; men sent eller tidligt tager man det også der; det er jeg viss på. Fra Stockholm har jeg endnu ikke erholdt noget svar.Sluttelig tillader jeg mig at bede Dem om for min regning at sende mig et exemplar af 
Bjørnsons to nye skuespil. Dommene over disse arbejder lyder jo meget afvigende og jeg vilde gerne danne mig en mening selv.I håb om at De tilgiver den ulejlighed jeg volder Dem, og med mange hilsener til Dem og Deres tegner jeg mig","['Paul Heyses', 'herr Rées', 'Paul Heyses', 'Jensen', 'Ludvigsen', 'Bjørnsons']",da
BREV_B1871-1879ht_B18750327FH,"Hjertelig tak for de venlige linjer, som jeg den 20de havde den store glæde at modtage fra Dem! Jeg beder Dem være forvisset om at så ofte jeg tænker på den lykkelige vending, min literære og personlige stilling i de senere år har taget, mindes jeg også med venskabelig erkendtlighed at dette omslag daterer sig fra min forbindelse med Dem. Derfor beder jeg Dem modtage min bedste og oprigtigste tak for alt godt i de sidstforløbne ni år! –Jeg takker Dem derhos for den nylig modtagne pakke indeholdende exemplarer af «Catilina» samt andre bøger. Den var bleven betydelig forsinket undervejs. Desværre frygter jeg for at det samme har været tilfældet med de exemplarer, der skulde sendes til forskellige venner i Norge, skønt jeg ikke begriber sammenhængen hermed; thi af «Morgenbladet» ser jeg at «Catilina» averteres i boghandelen i Kristiania allerede den 17de, medens det af et brev fra overlærer Løkke
, dateret 21de, ikke fremgår at han da har modtaget sit exemplar eller den billet fra mig, der skulde ledsage samme. Dog, nu er forhåbentlig alt i orden.Særdeles forbunden er jeg Dem for de indkøbte jernbaneobligationer ligesom for hvad De forøvrigt har havt den godhed at udlægge for mig. Men desværre nødes jeg endnu til at trække en liden veksel på Dem. Jeg har nemlig dennegang forsømt i rette tid at rekvirere penge fra Kristiania og befrygter nu at komme i forlegenhed ved månedens udgang, hvorfor jeg ser mig nødsaget til at bede Dem vise mig den store tjeneste at sende mig 75 Thaler.Med de venligste hilsener til Dem og Deres børn tegner jeg mig",['Løkke'],da
BREV_B1871-1879ht_B18750328JHT,"Allerede for længere tid siden har jeg naturligvis erfaret din udnævnelse til sorenskriver, og da jeg modtog dit sidste brev, hvori Du så venskabeligt lykønsker mig til min jubilæumsdag, fortrød jeg dobbelt at jeg ikke straks havde sendt Dig min gratulation i anledning af din nye embedsstilling. Nogle linjer fra mig håber jeg dog at Du nu har modtaget samtidigt med et exemplar af 
«Catilina», hvilken bog jeg skikkede til nogle af mine nærmeste venner i det håb at den skulde nå frem til eder forinden den 20de, et håb, som jeg nu, på grund af standsning eller afbrydelse af samfærdslen, må befrygte har været forgæves. Så meget mere må jeg imidlertid glæde mig over at I, tiltrods for denne tilsyneladende uopmærksomhed fra min side, dog har ihukommet og fejret dagen på en så smuk og for mig hædrende måde. Modtag min hjerteligste tak herfor, og bring også de øvrige af deltagerne, når Du måtte træffe dem, min bedste tak og hilsen.Om Dig, din udnævnelse og hvad dermed står i forbindelse taler vi naturligvis hver dag hernede. I 
Tønsbergs rejsehåndbog har vi søgt at orientere os angående dit embedsdistrikt, og vi håber og glæder os til at Du går en behagelig fremtid imøde. Stillingen må jo betragtes som en af de uafhængigste, en embedsmand kan beklæde, og dette er en fordel som ikke kan skattes højt nok. Kristiania vil Du vistnok i flere henseender komme til at savne; men kommunikationsmidlerne forbedres jo stadigt, og var det Dig muligt at indrette Dig så at Du hver sommer kunde foretage en udflugt til udlandet, da vilde Du sikkerlig derfra hjembringe et fond af indtryk og erindringer, som mere end alt andet vilde sætte Dig istand til at bære den ensomhed, som jo hos os er uadskillelig forbunden med opholdet på landet. At der i denne betragtning indblander sig en liden smule egoisme fra vor side, vil Du ikke fortænke os i; intet kunde være os kærere end fra og til at se Dig hos os, og den mulighed, som Du i så henseende stiller os i udsigt for det kommende år, glæder vi os af ganske hjerte til at se realiseret. – Og så håber og ønsker jeg da at Du under lykkelige auspicier må tiltræde din nye stilling!Tør jeg så endnu engang, til slutning, lægge beslag på din tjenstvillighed? Vil Du være af den godhed at hæve mit honorar for «Fru Inger» ved theatret, og deraf, med fradrag af hvad Du har udlagt for mig, sende mig 100 spdlr: samtidigt med min gage, samt indsætte restbeløbet i Kreditkassen og opgive mig dettes størrelse? – Endnu et; jeg beder Dig indstændigt, ikke videre at insistere på det omskrevne betræffende den kære afdøde. Lad Susanna, der var tilstede, i sin sorg have den glæde at have ordnet den sag. Også mig beviser Du en stor villighed derved. Jeg vilde aldrig med et ord have omtalt dette anliggende for Dig, hvis det ikke havde været for at gendrive en usandfærdig påstand.Med hilsen og lykønskning fra os alle
",['Susanna'],da
BREV_B1871-1879ht_B18750407AEE,"Som svar på Deres ærede skrivelse tillader jeg mig at meddele at jeg personlig intet har imod at De til Deres læsebog benytter større brudstykker af «Kongsemnerne», men at den egentlige tilladelse hertil må indhentes hos min forlægger, kancelliråd Hegel i København.At få det hele stykke sammenhængende gengivet i læsebogen vilde jeg dog nødig, da jeg må befrygte at dette kunde medføre skade og tab både for forlæggeren og for mig selv. Det er på de nye oplag af mine bøger at jeg væsentlig skal leve, og jo hurtigere disse følger på hverandre, desto bedre. Dog, om en så udstrakt benyttelse af stykket er der ifølge Deres brev jo heller ikke tale.Med de bedste hilsener til Thorvald Boeck og hans familje såvelsom til alle andre fælles venner og bekendte tegner jeg mig",['Thorvald Boeck'],da
BREV_B1871-1879ht_B18750502GB,"Som sædvanligt har jeg ladet Dem vente utilbørligt længe på svar; men siden midten af forrige måned har jeg ikke havt en pen i min hånd og idag er De den første, jeg skriver til. Jeg har nemlig i denne tid foretaget min overflytning til München og først igår flyttede jeg ind i min vordende bolig; tag derfor idag tiltakke med et par ord.Jeg har ikke lovet, og kunde med min forestående bopælforandring for øje, ikke love at sende Dem bidrag til April- eller Maj-heftet af Deres tidsskrift; men jeg har lovet at sende Dem et bidrag i April eller Maj, og dette løfte skal jeg holde.Min plan er nu lagt og moden. Jeg vil ikke sende Dem noget gammelt, der ingen sammenhæng har med foretagendet, men jeg vil stile til Dem en række rimbreve, der i en let form skal behandle tidens åndelige bevægelser, således, som de for mig fremstiller sig. Jeg vil skrive uforbeholdent, således som den ene ven skriver til den anden, og jeg tænker De skal erkende at vi er enige i flere punkter, end De nu synes at formode.Dette bliver min udelukkende beskæftigelse i den nærmest forestående tid og jeg glæder mig meget til at gå ivej dermed. Videre vil jeg idag ikke skrive om sagen.Jeg har stor lyst til at gøre bekendtskab med Paul Heyse; men har også mine betænkeligheder derved når jeg erindrer hvorledes jeg fra København ved mindst to lejligheder er bleven modarbejdet ligeoverfor Adolf Strodtmann. Skriver De til Dr: Heyse, så introducer mig med et par gode ord. Jeg har afgivet mit visitkort hos ham, men uden at opgive min bolig, og har således til dato ikke truffet ham.Kommer De ikke snart herned igen? Min adresse er: Schönfeld-Strasse, no 17, 3die indgang, parterre. Kært skulde det være os at se Dem træde ind til os her.","['Paul Heyse', 'Adolf Strodtmann', 'Dr: Heyse']",da
BREV_B1871-1879ht_B18750513EaE,"Herved tillader jeg mig at erkende modtagelsen af herr hofmarskalkens meget ærede skrivelse af 2den April med deri indlagt veksel på 1000 kroner. Min i denne tid iværksatte overflyttelse til München er årsagen til at jeg så længe har udsat opfyldelsen af denne min skyldighed.Idet jeg vover at anholde om gennem herr hofmarskalken at måtte frembære for hs: maj: kongen min underdanigste tak for det mig tilhændekomne tegn på højstsammes bevågenhed, beder jeg ligeledes herr hofmarskalken selv modtage forsikringen om min ærbødigste erkendtlighed.Kært skulde det være mig om det ved fremtidige arbejder for scenen måtte lykkes mig at afbetale noget af den taknemmelighedsgæld, hvori jeg på så mange måder føler mig at stå til det kgl: theaters styrelse og dets artister.
Anbefalende mig til herr hofmarskalkens fremtidige velvilje tegner jeg mig",['herr hofmarskalkens'],da
BREV_B1871-1879ht_B18750521JHT,"Som sædvanligt har jeg nølet temmelig længe med at besvare dit sidste venlige brev med deri indlagte veksel. Modtag nu min tak herfor ligesom for de tilsendte Anschjos, der var af den fortrinligste beskaffenhed og som har smagt os fortræffeligt.I begyndelsen af måneden flyttede vi ind i vor nye bolig, hvor vi bor hyggeligt, smukt og rummeligt, og hvor det til enhver tid vil være os kært at se dig som gæst. Gør nu blot alvor deraf! Her på stedet lever mange landsmænd, og jeg finder luften hernede langt friskere og mere styrkende end i Dresden, en naturlig følge af Alpernes nærhed.Tør jeg nu bede Dig om den sidste tjeneste som kommissionær ved at indbetale 5te og 6te termin af mine sporvejsaktier og ved lejlighed sende mig interims-beviserne? Du tiltræder nu vel snart dit nye embede og det er derfor min agt at henvende mig til boghandler Lund med forespørgsel om han mod en passende godtgørelse vil hæve og sende mig min gage, o. s. v; han er Hegels kommissionær og derfor vilde det være meget bekvemt for mig om jeg fik ham til at besørge mine anliggender; han roses af Hegel som en særdeles punktlig og pålidelig mand.
Gagetillægget for mig gik da ikke igennem. Jeg kan også være det foruden. I Sverig og Danmark har man forøvrigt vist sig noblere. Fra det kgl theater i Stockholm har man for «De unges forbund» sendt mig et extrahonorar på 1000 kroner, og fra København meddeles mig at 
theaterchefen har hos kultusministeriet andraget på at der for «Hærmændene» bevilges mig dobbelt honorar, hvilket også allerede skal være indrømmet. Sidste dag jeg var i Dresden modtog jeg et meget venligt egenhændigt brev fra kong Oskar; af en notits i «Morgenbladet» ser jeg at han også skal have tildelt mig en 
guldmedalje; men herom indeholder kongens brev intet. Hvorledes hænger det sammen hermed?
Sigurd er nu elev af det kgl: Maximilians-gymnasium, hvori han efter vel bestået prøvelse var så heldig at blive optagen i næstøverste klasse uagtet optagelsen i denne allerede skulde være sket i Oktober forrige år. 
Thomas har efter vor afrejse været syg i Dresden; men befinder sig nu bedre. Det er hans agt at rejse til 
Fredriksværk.Med de bedste hilsener fra os alle og med håb om snart at høre fra Dig, enten fra Kristiania eller fra din embedsgård, tegner jeg mig","['Lund', 'Hegels', 'Hegel', 'Oskar', 'Sigurd', 'Thomas']",da
BREV_B1871-1879ht_B18750522ASL,"Tak for dit venskabelige brev og tak for at Du og de andre gode venner har regnet også på mig i anledning af Edm: Gosses bryllup. Jeg er naturligvis med den største glæde med på alt, hvad I måtte beslutte, og såsnart jeg får opgivet hvilken sum der fra mig ønskes indsendt, skal det fornødne i så henseende gennem den Gyldendalske boghandel blive besørget.Tør jeg bede Dig vise mig en tjeneste? Jeg skrev igår til min svoger, sorenskriver Thoresen, nærmest for at opgive ham min herværende adresse; men efterat brevet var afsendt erindrede jeg at jeg havde glemt netop dette punkt. Vær derfor af den store godhed at meddele ham at jeg bor Schönfeld-Strasse, no 17, 3ten Eingang.Fra venner i Upsala har jeg modtaget indbydelse til studentermødet. Nogen beslutning har jeg endnu ikke fattet. Skulde jeg ikke komme, så hils fælles venner og bekendte fra mig og modtag selv mine bedste ønsker om en behagelig rejse.","['Edm', 'Gosses', 'Thoresen']",da
BREV_B1871-1879ht_B18750603EStj,"Hjertelig tak for dit brev og undskyld at jeg ikke før har besvaret samme. Årsagen hertil er at jeg tænkte at komme til Sverig under studentermødet og håbede da at få tale personligt med Dig. Af denne rejse blev der dog intet og jeg skynder mig derfor at skrive Dig til.Din beslutning at ville opføre «Hærmændene» glæder mig meget og for de tilbudte betingelser er jeg Dig meget forbunden. Der er imidlertid en liden formalitet, som jeg tror at burde afgøre først. Da jeg sidst var i Stockholm talte nemlig 
chefen for det 
kgl: theater ganske løslig om at han tænkte på engang i tiden måske at opføre dette stykke såfremt han kunde få en god oversættelse, og spurgte om jeg herimod havde noget at indvende. Naturligvis kunde jeg ikke andet end udtale min tilfredshed dermed. Siden har jeg ikke hørt det ringeste om sagen og antager for visst at man ikke tænker mere derpå. For yderligere sikkerheds skyld skriver jeg imidlertid idag til theaterchefen og såsnart jeg har modtaget hans svar, skal jeg med glæde give Dig den forlangte skriftlige ret til udelukkende at opføre stykket i Stockholm. Jeg håber at Du vil bifalde denne forsigtighed, der jo er tjenlig for alle parter. Jeg glæder mig meget over at få stykket på scenen i Sverig og er viss på at Du vil tage dig af dets udstyr og opsætning på bedste måde. I København er det, som Du vel ved, i afvigte vinter givet med ualmindeligt bifald.Med de hjerteligste hilsninger til 
din hustru og øvrige familje og med løftet om snart at tilskrive Dig endeligt og afgørende i sagen tegner jeg migP. S. Her i München er nu «Kongsemnerne» definitivt antaget til opførelse på det kgl: theater. Bjørnsons «De nygifte» har været spillet to gange, men kan ikke siges at have gjort lykke.",['Bjørnsons'],da
BREV_B1871-1879ht_B18750611EaE,"Herr hofmarskalken vil godhedsfuldt tilgive at jeg igen henvender mig til Dem med en skrivelse. Anledningen er følgende:I forrige måned modtog jeg fra herr Edvard Stjernström et brev, hvori han meddeler mig at det er hans agt i den kommende spilletermin på det af ham ledede theater at opføre mit skuespil «Hærmændene på Helgeland», der i afvigte vinter med mere end almindelig fremgang har været givet på det kgl: theater i København. Han tilføjer at det er hans hensigt at betale mig honorar efter de for svenske originalarbejder ved hans theater gældende regler såfremt jeg meddeler ham min skriftlige tilladelse til udelukkende og ene og alene at opføre stykket i Stockholm.På dette brev har jeg svaret herr Stjernström at de mange og store forbindtligheder, som jeg skylder det kgl: svenske theater, pålægger mig som en kær pligt først at forespørge hos dette theaters chef, om han muligens skulde ønske at bringe mit skuespil til opførelse på den kgl: scene, i hvilket fald den af herr Stjernström begærede skriftlige tilladelse ikke af mig vilde kunne blive ham meddelt.Det er altså en sådan forespørgsel, jeg herved tillader mig ærbødigst at henvende til herr hofmarskalken. Viser det kongelige theater mig den ære at ville opføre mit stykke, så har den omstændighed, at herr Stjernström tilbyder honorar, for mig intet at betyde; jeg stiller ingen sådan fordring til det kgl: theater og ønsker intet at modtage. Ligger det derimod udenfor det kgl: theaters tanke at optage det nævnte skuespil på sit repertoire, så vil jeg se mig nødsaget til at meddele herr Stjernström den af ham forlangte tilladelse; thi af hans brev må jeg slutte at han, såfremt han ikke befrygter at komme til at konkurrere med det kgl: theater, agter at opføre stykket også uden min skriftligt meddelte bemyndigelse, men da med det resultat at stykket ikke af ham honoreres, hvortil han jo heller ikke er lovmæssig forpligtet.
I håb om at herr hofmarskalken med et par ord vil bevise mig den ære at underrette mig om; hvad det kgl: theater måtte have besluttet i sagen, for at jeg i overensstemmelse dermed kan affatte det svar, som jeg endeligt og definitivt har at give herr Stjernström, tegner jeg mig med udmærket højagtelseMin herværende adresse er: Schönfeld-Strasse, No 17. München.","['Edvard Stjernström', 'Stjernström', 'Stjernström', 'Stjernström', 'Stjernström', 'Stjernström']",da
BREV_B1871-1879ht_B18750617FH,"Jeg har nu hele tre breve fra Dem liggende ubesvarede, ligesom jeg også har på min samvittighed ikke at have takket Dem for den modtagne værdifulde og særdeles kærkomne bogpakke. Lad mig da herved gøre det, og tag mig ikke min forsømmelighed altfor ilde op!
Herr Stjernström har for «Hærmændene» tilbudt mig honorar overensstemmende med regulativet for svenske originalarbejder og jeg har svaret ham at jeg går ind herpå såfremt jeg løses fra en tidligere med det kgl: svenske theater truffen aftale, hvorom jeg har tilskrevet 
vedkommende, men uden endnu at have erholdt svar.Det var mig særdeles behageligt at erfare at jeg for dette stykke kan fra København påregne et extrahonorar.
Trykningen af den nye udgave af digtene kan for mit vedkommende påbegyndes nårsomhelst. Det nye, der kommer til, bør optages sidst i bogen og vil komme til at indskrænke sig til digtet ved Norges tusendårsfest, 
sangen ved studentermødet samt tre digte, bestemte for tidsskriftet «Det 19de århundrede», hvoraf 
det ene allerede er sendt til Brandes. Med indholdslisten kan der jo ventes indtil det øvrige er færdigt. Har De noget imod dette arrangement, da beder jeg Dem være så god at sige mig det.


«Kongsemnerne»
 er nu definitivt antaget til opførelse her i München; man har ønsket at erholde fra København et exemplar af stykket med de strygninger, rettelser o. s. v, som dersteds er fundne nødvendige; tør jeg bede Dem vise mig den store godhed for min regning at forskaffe mig et sådant exemplar?
Bjørnsons «De nygifte» og «En fallit» har været opførte her. Det første slog sletikke an; det andet derimod bedre.Hvad siger De om den nylig stiftede norske forlagsforening? Dens officielle program kender De naturligvis; men De ved måske ikke, hvad der stikker bagved. Jeg sender Dem derfor i fortrolighed indlagte brev, til hvilket naturligvis både Bjørnson, Lie, Løkke o. fl: har erholdt sidestykker. Jeg tror rigtignok ikke at det vil lykkes de gode herrer at gøre nogen fangst; men De bør dog vide, hvilke midler Deres kolleger deroppe betjener sig af. Brevet bedes engang ved lejlighed tilbagesendt, da jeg vel, når jeg får god tid, må svare noget derpå. –Det var med oprigtig deltagelse at jeg modtog efterretningen om den unge fru Wegeners død. Hun var visselig en både elskværdig og ualmindelig personlighed. At hun dybt savnes i sin kreds, kan jeg levende sætte mig ind i.Tænker ikke Deres søn og 
hans unge hustru på at foretage en udenlandsrejse? Vi taler ofte om hvor morsomt det skulde være at få se dem hernede. München er et meget behageligt sted. For os nordboer tror jeg at luften er overordentlig sund og styrkende her; Alpernes nærhed virker forfriskende og siden jeg kom hid sporer jeg hos mig en arbejdslyst langt stærkere end i Dresden. –Tør jeg bede Dem bevise mig den tjeneste for min regning at lade indbetale til overretssagfører Døvle i Kristiania 72 rdlr dansk eller 36 Spdlr:? Hans adresse er Nytorvet, No 9, hjørnet af Torvegaden.Med de hjerteligste hilsener til Dem og Deres kære tegner jeg mig","['Herr Stjernström', 'Bjørnsons', 'Bjørnson', 'Lie', 'Løkke', 'Wegeners', 'Døvle']",da
BREV_B1871-1879ht_B18750629FH,"Da jeg sidste gang skrev Dem til glemte jeg én sag, nemlig at anmode Dem om godhedsfuldt at ville lade hæve og sende mig mine rentepenge for det forløbne halvår. Ligeledes benytter jeg anledningen til at bede Dem om at det forventede tillægshonorar fra det kgl: theater må blive anvendt til indkøb af svenske jernbanelånsobligationer eller lignende papirer.
Professor Molbech har på gennemrejsen opholdt sig nogle dage her og vi har været adskilligt sammen. Nu er han taget ned til badet eller kurstedet Kreuth, hvor jeg måske senere besøger ham.Med de hjerteligste hilsener til Dem og Deres kære tegner jeg mig",['Molbech'],da
BREV_B1871-1879ht_B18750714GB,"Tak for brevet og det tilsendte. Næste bidrag snart og ialfald inden 20de Juli.Herved sender jeg Dem et rimbrev, men, som De af indledningen vil se, ikke rettet til Dem. Sørg endelig for omhyggelig korrektur, helst gennem bogholder Larsen; og forund digtet en god plads i tidsskriftet. – Dette i al skynding for idag. Lad mig snart høre fra Dem.",['Larsen'],da
BREV_B1871-1879ht_B18750802FH,"Modtag herved min forbindtligste tak for Deres sidste venlige brev med de deri indlagte papirer. Forhåbentlig vil 
«Hærmændene» om ikke ret lang tid opleve den 20de forestilling.Det glædede mig meget at erfare at den nye udgave af «Kongs-emnerne» snart kommer i boghandelen, samt at 
digtsamlingen følger umiddelbart efter.Tør jeg nu atter bede Dem bevise mig den store tjeneste at forstrække mig med 200 spdlr: norsk samt at sende dette beløb til min svoger, sorenskriver J. H. Thoresen i Kristiania for af ham at indbetales som 7de og 8de termin af mine sporvejs-aktier dersteds. Jeg nævner beløbet i norsk mynt fordi jeg har erfaring for at man deroppe ikke tager danske sedler til fuld kurs (200 rdlr: = 100 spd:).I næste uge tager vi ud på landet etsteds i nærheden, men min adresse bliver uforandret. Indlagte billet tager jeg mig den frihed at vedlægge til godhedsfuld besørgelse.Med de venligste hilsener til Dem selv og Deres børn tegner jeg mig",['J. H. Thoresen'],da
BREV_B1871-1879ht_B18750816HL,"Først igår aftes modtog jeg her, højt oppe mellem fjeldene, hvor jeg tilbringer sommeren, dit venskabelige brev, hvilket jeg herved skynder mig at besvare.At 
«Peer Gynt» kun i forkortet skikkelse kan bringes på scenen, er en selvfølge. Da jeg første gang tilskrev Grieg angående musiken, udviklede jeg for ham hvorledes jeg havde tænkt mig at fjerde akt burde erstattes ved et tonemaleri, der antydede indholdet og som ledsagedes af et par levende billeder eller tableaux forestillende de dertil mest passende situationer i den udeladte akt, f: ex: Peer Gynt og araberpigerne, Solvejg ventende hjemme ved hytten o. s. v. – Denne plan meddelte jeg herr Josephson
, men han var ikke enig med mig deri; hvorimod han forelagde mig et forslag til strygninger i replikkerne, hvilke strygninger forekom mig foretagne med megen skønsomhed og hvortil jeg gav mit samtykke.Hvilken af begge fremgangsmåder der er at foretrække, drister jeg mig her i frastand ikke til at afgøre. Jeg vil helst at Du og herr Josephson skal drøfte og afgøre sagen. Han har forsikret mig at såfremt hans intention befølges, vil stykket blive et yndet folke- og kasse-stykke. Jeg vil imidlertid helst stå udenfor det hele og er tilfreds når der kun sørges for at forestillingen indskrænkes til en passende længde; thi i modsat fald er alt ødelagt. Jeg beder altså theatrets autoriteter om at handle efter bedste skøn; der er grunde, som taler for begge de omskrevne alternativer; for afgørende at vælge mellem disse må man befinde sig på selve stedet, kende den påtænkte rollebesætning, vide, hvad theatret i dekorativ henseende har at råde over, hvad maskinmesteren kan præstere, o. s. v.Kun et vil jeg fremsætte som et særligt ønske, nemlig at stykket bringes til opførelse allerede før jul og overhovedet så tidligt i sæsonen som muligt. Stykker, der udskydes til hen på vårkanten, kan ikke påregne synderlig interesse fra publikums side, og et stykkes modtagelse i det første spilleår er altid afgørende for dets senere levedygtighed på repertoiret.Hermed, kære ven, har jeg sagt, hvad jeg ved at sige om sagen. –Skulde din gæst, professor Molbech endnu opholde sig deroppe, så hils ham fra mig. – For den fra din omskrevne unge elskværdige niece modtagne hilsen beder jeg Dig frembære min forbindtligste genhilsen og tak. – Til Dig selv ligeledes de bedste hilsener fra min hustru og","['Grieg', 'Solvejg', 'Josephson', 'Josephson', 'Molbech']",da
BREV_B1871-1879ht_B18750820EGr,"Af Deres venlige brev erfarer jeg med glæde at De nu er færdig med musiken til «Peer Gynt». Det er mit sikre håb at vi skal have tilfredsstillelse af dette vort samarbejde.Hvis det ikke allerede er sket, beder jeg Dem sende musiken direkte til herr Josephson i Kristiania; selve stykket har jeg allerede i forrige år indleveret. Ligeledes beder jeg Dem meddele herr Josephson alle de bemærkninger, De har at gøre; men jeg må bestemt fraråde Dem at virke for at stykkets opførelse udskydes til længere hen i sæsonen; det vil nemlig under ingen omstændighed kunne blive færdigt før henimod jul, og derfor bør indstuderingen just påskyndes så meget som muligt. At De selv vil være tilstede ved musikprøverne er naturligvis en selvfølge; men disse tager neppe sin begyndelse før ud i Oktober.Her oppe mellem fjeldene bliver jeg til udgangen af September. Skulde De have noget videre at meddele mig om sagerne, så vil Deres brev uden videre adresse komme mig sikkert ihænde her. Fra 1ste Oktober bor jeg igen i München, Schönfeld-Strasse, No 17, hvor det ligeledes til enhver tid vil være mig kært at høre fra Dem.Med de bedste hilsener tegner jeg mig","['Josephson', 'Josephson']",da
BREV_B1871-1879ht_B18750822FH,"Fra mit sommeropholdssted her inde mellem fjeldene vil jeg idag sende Dem et par linjer og kan da for det første fortælle at jeg nu har fuldstændigt udarbejdet hele planen til det nye 5-akters skuespil af nutidslivet, som jeg længe har tænkt på at skrive og som vil blive fuldført i løbet af vinteren, såfremt intet uforudseeligt skulde indtræffe.Gennem professor Molbech håber jeg De har modtaget en hilsen fra mig; det vilde glæde mig meget, hvis han har havt et godt udbytte af sit ophold i Norge.Den nye udgave af 
Kongs-emnerne
 er nu forhåbentlig snart færdig? Jeg skal ret snart tillade mig at sende Dem, hvad der af nyt bør optages i den nye udgave af digtene; da det altsammen kommer i slutningen af bogen, kan trykningen for den sags skyld påbegyndes nårsomhelst; det nye vil efter min beregning udgøre omtrent 2 trykte ark.Sluttelig tillader jeg mig at anmode Dem om godhedsfuldt at ville forstrække mig med og sende mig hid 675 RmՖ (300 rdlr:). Thaler-sedlerne er her vanskelige at blive af med, da de snart skal inddrages, derfor nævner jeg summen i Reichsmark. Jeg ved ikke om det skulde være rigtigst at assurere brevet eller træffe andre brugelige forsigtighedsregler? Jeg må bemærke at jeg dog ikke har erfaret andet end at postforvaltningen i disse egne er pålidelig og sikker. Min adresse indtil slutningen af September er: Herrn Ludwig Stainer, Kitzbüchel in Tyrol. Österreich. Herfra vender jeg tilbage til min tidligere bolig i München.Af aviserne har jeg med deltagelse læst om 
H. C. Andersens bortgang. Dette er også omtrent alt, hvad jeg ved om begivenhederne hjemme. Jeg håber at alt står vel til i Deres familje?Med de bedste hilsener til Dem selv og til Deres kære tegner jeg mig","['Molbech', 'Herrn Ludwig Stainer', 'H. C. Andersens']",da
BREV_B1871-1879ht_B18750824NL,"Uagtet jeg ikke har den fornøjelse personlig at kende Dem, er De mig dog, navnlig gennem kancelliråd Hegels oftere og særdeles velvillige omtale, ikke ganske ubekendt og i henhold hertil er det at jeg tillader mig at forespørge om De, mod godtgørelse for tidsspilde og ulejlighed, skulde være villig til at være min befuldmægtigede og kommissionær i de anliggender, jeg i Kristiania har at afgøre.Min svoger, nuværende 
sorenskriver J: H: Thoresen, der hidtil har varetaget mine interesser deroppe, forlader nemlig byen i den første uge af September, og jeg ønskede derfor gerne fra den tid at have en pålidelig og punktlig forretningsmand at henvende mig til.Mine affærer deroppe er ikke mange. Arbejdet vilde væsentlig bestå i ved hvert kvartals begyndelse at hæve i Zahlkassen min statsgage, købe i kreditkassen en veksel for beløbet og sende mig samme. Ligeså ved 
theatret når jeg dersteds har noget at fordre; endvidere i sin tid ved sporvej-selskabet, hvori jeg har tegnet 10 aktier og derpå til dato indbetalt 800 spd. Gæld eller mellemregning med nogen har jeg ikke. Penge til mulige udbetalinger vil til enhver tid på forlangende blive Dem sendt fra den gyldendalske boghandel. Jeg abonnerer på «Morgenbladet», der betales halvårsvis af min gage.Forøvrigt vilde min svoger, der bor i Torvegaden no 31, 3die etage, meddele enhver yderligere oplysning, såfremt De måtte være villig til at bistå mig som stedfortræder i de opregnede og lignende tilfældige og upåregnelige anliggender. Deres honorar vilde De i så fald behage selv at bestemme og kvartaliter eller halvårlig afdrage samme fra de summer, der skal sendes mig.Under alle omstændigheder beder jeg Dem om ikke at tage mig min forespørgsel ilde op, og vilde det under alle omstændigheder være mig særdeles kært ret snart at modtage Deres ærede svar. Indtil henimod slutningen af September er min adresse: Herrn Ludwig Stainer, Kitzbüchel in Tyrol, Österreich. – Fra 1ste Oktober bor jeg igen i München, Schönfeld-Strasse, No 17.","['J: H: Thoresen', 'Herrn Ludwig Stainer']",da
