,source,target
1376,herr Hansson,Madam Helseth
1376,herr Hansson,frøken Parelius
1377,Mortensgårds,Johannes Rosmer
1377,Mortensgårds,Herr Hammer
1377,Mortensgårds,Rebekka West
1377,Mortensgårds,Constance Bruun
1377,Mortensgårds,Kroll
1377,Mortensgårds,Reimers
1377,Mortensgårds,Madam Helseth
1377,Mortensgårds,frøken Parelius
1377,Mortensgårds,Ulrik Brendel
1377,Mortensgårds,herr Hansson
1377,Mortensgårds,Klausen
1377,Mortensgårds,Selmer??Men
1377,Mortensgårds,Isachsen
1377,Mortensgårds,Relling
1378,Selmer??Men,Johannes Rosmer
1378,Selmer??Men,Herr Hammer
1378,Selmer??Men,Rebekka West
1378,Selmer??Men,Constance Bruun
1378,Selmer??Men,Kroll
1378,Selmer??Men,Reimers
1378,Selmer??Men,Madam Helseth
1378,Selmer??Men,frøken Parelius
1378,Selmer??Men,Ulrik Brendel
1378,Selmer??Men,herr Hansson
1378,Selmer??Men,Klausen
1378,Selmer??Men,Mortensgårds
1378,Selmer??Men,Isachsen
1378,Selmer??Men,Relling
1380,Krolls,Gundersen
1380,Krolls,Rebekka West
1380,Krolls,Ulrik Brendel
1380,Krolls,Johannes Rosmer
1380,Krolls,Reimers
1380,Krolls,herr Hansson
1380,Krolls,Bjørnson
1380,Krolls,Hammer
1380,Krolls,frøken C. Bruun
1380,Krolls,Peder Mortensgård
1380,Krolls,Klausen
1380,Krolls,Madam Helseth
1380,Krolls,frøken Parelius
1380,Krolls,Hammer
1380,Krolls,Rosmer
1380,Krolls,herr Gundersen
1380,Krolls,Alving
1380,Krolls,Rebekka West
1380,Krolls,Frøken Bruuns
1380,Krolls,Bjørnson
1380,Krolls,herr Hanssons
1380,Krolls,Rosmers
1380,Krolls,Ulrik Brendel
1380,Krolls,Rebekka
1382,frøken C. Bruun,Gundersen
1382,frøken C. Bruun,Rebekka West
1382,frøken C. Bruun,Ulrik Brendel
1382,frøken C. Bruun,Krolls
1382,frøken C. Bruun,Johannes Rosmer
1382,frøken C. Bruun,Reimers
1382,frøken C. Bruun,herr Hansson
1382,frøken C. Bruun,Bjørnson
1382,frøken C. Bruun,Hammer
1382,frøken C. Bruun,Peder Mortensgård
1382,frøken C. Bruun,Klausen
1382,frøken C. Bruun,Madam Helseth
1382,frøken C. Bruun,frøken Parelius
1383,Peder Mortensgård,Gundersen
1383,Peder Mortensgård,Rebekka West
1383,Peder Mortensgård,Ulrik Brendel
1383,Peder Mortensgård,Krolls
1383,Peder Mortensgård,Johannes Rosmer
1383,Peder Mortensgård,Reimers
1383,Peder Mortensgård,herr Hansson
1383,Peder Mortensgård,Bjørnson
1383,Peder Mortensgård,Hammer
1383,Peder Mortensgård,frøken C. Bruun
1383,Peder Mortensgård,Klausen
1383,Peder Mortensgård,Madam Helseth
1383,Peder Mortensgård,frøken Parelius
1384,Rosmer,Hammer
1384,Rosmer,herr Gundersen
1384,Rosmer,Alving
1384,Rosmer,Rebekka West
1384,Rosmer,Frøken Bruuns
1384,Rosmer,Bjørnson
1384,Rosmer,Krolls
1384,Rosmer,herr Hanssons
1385,Frøken Bruuns,Hammer
1385,Frøken Bruuns,Rosmer
1385,Frøken Bruuns,herr Gundersen
1385,Frøken Bruuns,Alving
1385,Frøken Bruuns,Rebekka West
1385,Frøken Bruuns,Bjørnson
1385,Frøken Bruuns,Krolls
1385,Frøken Bruuns,herr Hanssons
1386,herr Hanssons,Hammer
1386,herr Hanssons,Rosmer
1386,herr Hanssons,herr Gundersen
1386,herr Hanssons,Alving
1386,herr Hanssons,Rebekka West
1386,herr Hanssons,Frøken Bruuns
1386,herr Hanssons,Bjørnson
1386,herr Hanssons,Krolls
1387,M. v. Borch,Fallesen
1387,M. v. Borch,Drachmanns
1387,M. v. Borch,W. Lange
1387,M. v. Borch,S. Fischer
1389,Marte,Bjørnson
1390,v. Borch,herr Fischers
1390,v. Borch,Emma Klingenfeld
1390,v. Borch,Theodor Ackermann
1390,v. Borch,Brahm
1390,v. Borch,Schlenther
1391,herr Fischers,v. Borch
1391,herr Fischers,Emma Klingenfeld
1391,herr Fischers,Theodor Ackermann
1391,herr Fischers,Brahm
1391,herr Fischers,Schlenther
1391,herr Fischers,herr Reclam
1391,herr Fischers,Borch
1391,herr Fischers,Felix Blochs
1391,herr Fischers,Ernst Brausewetter
1391,herr Fischers,Fischer
1391,herr Fischers,Frøken Klingenfeld
1391,herr Fischers,Hoffory
1391,herr Fischers,herr Fischer
1391,herr Fischers,dr: 
1391,herr Fischers,Brahm
1391,herr Fischers,frøken Klingenfeld
1391,herr Fischers,Måské
1391,herr Fischers,Felix Blochs
1391,herr Fischers,Blumenthal
1391,herr Fischers,Frøken Haverland
1391,herr Fischers,Anno
1391,herr Fischers,Heese
1391,herr Fischers,Ramlo
1391,herr Fischers,P. Hansens
1391,herr Fischers,herr Fischer
1391,herr Fischers,herr Reclam
1391,herr Fischers,Ludwig Fulda
1391,herr Fischers,Dr: Brahm
1391,herr Fischers,Dr: Schlenther
1391,herr Fischers,Hoffory
1391,herr Fischers,Paul Hermann
1391,herr Fischers,Herr Fischer
1391,herr Fischers,herr Fischer
1391,herr Fischers,Albert Langen
1391,herr Fischers,Mr. W. 
1391,herr Fischers,Dr. Schlenthers
1391,herr Fischers,Langens
1391,herr Fischers,Schlenthers
1391,herr Fischers,Frl. Klingenfeld
1391,herr Fischers,Albert Langen
1391,herr Fischers,Fischer
1391,herr Fischers,frøken Klingenfeld
1392,Brahm,v. Borch
1392,Brahm,herr Fischers
1392,Brahm,Emma Klingenfeld
1392,Brahm,Theodor Ackermann
1392,Brahm,Schlenther
1392,Brahm,Suzannah
1392,Brahm,Hoffory
1392,Brahm,Schlenther
1392,Brahm,Rode
1392,Brahm,Lindau
1392,Brahm,Bülow
1392,Brahm,Kainz
1392,Brahm,Sigurd
1392,Brahm,Hofforys
1392,Brahm,Lepsius
1392,Brahm,måské
1392,Brahm,dr: 
1392,Brahm,Traube
1392,Brahm,herr Fischer
1392,Brahm,dr: 
1392,Brahm,herr Fischers
1392,Brahm,frøken Klingenfeld
1392,Brahm,Måské
1392,Brahm,Felix Blochs
1392,Brahm,Elias
1392,Brahm,Irgens Hansen
1392,Brahm,Schlenther
1392,Brahm,Blumenthals
1392,Brahm,Felix Bloch Erben
1392,Brahm,Schlenther
1392,Brahm,Felix Bloch Erben
1392,Brahm,Schlenthers
1392,Brahm,Helge Rode
1392,Brahm,herr Fischer
1393,Schlenther,v. Borch
1393,Schlenther,herr Fischers
1393,Schlenther,Emma Klingenfeld
1393,Schlenther,Theodor Ackermann
1393,Schlenther,Brahm
1393,Schlenther,Wilhelm Scherer
1393,Schlenther,Wilhelm Lange
1393,Schlenther,baronesse v: Borch
1393,Schlenther,dr: Brahm
1393,Schlenther,Suzannah
1393,Schlenther,Hoffory
1393,Schlenther,Brahm
1393,Schlenther,Rode
1393,Schlenther,Lindau
1393,Schlenther,Bülow
1393,Schlenther,Kainz
1393,Schlenther,Sigurd
1393,Schlenther,Elias
1393,Schlenther,Irgens Hansen
1393,Schlenther,Brahm
1393,Schlenther,Blumenthals
1393,Schlenther,Brahm
1393,Schlenther,Felix Bloch Erben
1393,Schlenther,Klingenfeld
1394,Rosmers,Krolls
1394,Rosmers,Ulrik Brendel
1394,Rosmers,Rebekka
1395,Rebekka,Krolls
1395,Rebekka,Rosmers
1395,Rebekka,Ulrik Brendel
1396,Garborgs,Hans Jægers
1397,Hans Jægers,Garborgs
1399,herr Lund,Nils Lund
1399,herr Lund,Nils Lund
1399,herr Lund,Salicath
1400,Groberg,herr Fischer
1401,herr Fischer,Groberg
1401,herr Fischer,herr Reclam
1401,herr Fischer,dr: 
1401,herr Fischer,Brahm
1401,herr Fischer,herr Fischers
1401,herr Fischer,frøken Klingenfeld
1401,herr Fischer,Måské
1401,herr Fischer,Felix Blochs
1401,herr Fischer,Borch
1401,herr Fischer,Blumenthal
1401,herr Fischer,Frøken Haverland
1401,herr Fischer,Anno
1401,herr Fischer,Heese
1401,herr Fischer,Ramlo
1401,herr Fischer,P. Hansens
1401,herr Fischer,herr Reclam
1401,herr Fischer,herr Fischers
1401,herr Fischer,Ludwig Fulda
1401,herr Fischer,Dr: Brahm
1401,herr Fischer,Dr: Schlenther
1401,herr Fischer,Hoffory
1401,herr Fischer,Hoffory
1401,herr Fischer,Ph. Reclam
1401,herr Fischer,Sudermanns
1401,herr Fischer,Felix Bloch Erben
1401,herr Fischer,Philipp Reclam
1401,herr Fischer,Zinck
1401,herr Fischer,Reclams
1401,herr Fischer,Herr Fischers
1401,herr Fischer,Felix Bloch Erben
1401,herr Fischer,Irgens Hansen
1401,herr Fischer,Grelling
1401,herr Fischer,Herr Rechtsanwalt Grellings
1401,herr Fischer,herr Fischers
1401,herr Fischer,Albert Langen
1401,herr Fischer,Mr. W. 
1401,herr Fischer,Dr. Schlenthers
1401,herr Fischer,Langens
1401,herr Fischer,Brahm
1401,herr Fischer,Schlenthers
1401,herr Fischer,Helge Rode
1402,Frøken Klingenfeld,Bjørnson
1402,Frøken Klingenfeld,E. v. d. Reckes
1402,Frøken Klingenfeld,Lange-Müllers
1402,Frøken Klingenfeld,Henrik Jæger
1402,Frøken Klingenfeld,Herr Julius Elias
1402,Frøken Klingenfeld,Fischer
1402,Frøken Klingenfeld,herr Fischers
1402,Frøken Klingenfeld,Hoffory
1403,E. v. d. Reckes,Frøken Klingenfeld
1403,E. v. d. Reckes,Bjørnson
1403,E. v. d. Reckes,Lange-Müllers
1404,Lange-Müllers,Frøken Klingenfeld
1404,Lange-Müllers,Bjørnson
1404,Lange-Müllers,E. v. d. Reckes
1405,Aahlberg,Herr Foghts
1405,Aahlberg,Foght
1406,Herr Foghts,Aahlberg
1406,Herr Foghts,Foght
1407,S. Fischer,M. v. Borch
1407,S. Fischer,Herrmann
1407,S. Fischer,Peer Gynt
1407,S. Fischer,Julius Elias
1408,Hanfstängls,Sigurds
1408,Hanfstängls,Henrik Jægers
1410,Frau Baronin M. v. Borch,Salomonsen
1410,Frau Baronin M. v. Borch,Henrik Jæger
1411,Edgren,Ibsen
1411,Edgren,Ceres
1411,Edgren,Robinson
1412,Ceres,Ibsen
1412,Ceres,Edgren
1412,Ceres,Robinson
1413,Robinson,Ibsen
1413,Robinson,Edgren
1413,Robinson,Ceres
1415,Wilhelm Scherer,Schlenther
1415,Wilhelm Scherer,Wilhelm Lange
1415,Wilhelm Scherer,baronesse v: Borch
1415,Wilhelm Scherer,dr: Brahm
1416,baronesse v: Borch,Schlenther
1416,baronesse v: Borch,Wilhelm Scherer
1416,baronesse v: Borch,Wilhelm Lange
1416,baronesse v: Borch,dr: Brahm
1417,dr: Brahm,Schlenther
1417,dr: Brahm,Wilhelm Scherer
1417,dr: Brahm,Wilhelm Lange
1417,dr: Brahm,baronesse v: Borch
1419,Herr Lindberg,Sigurd
1420,grev Snoilskys,Paul Lindau
1420,grev Snoilskys,v. Vollmar
1421,v. Vollmar,Paul Lindau
1421,v. Vollmar,grev Snoilskys
1422,Herrmann,S. Fischer
1423,herr Reclam,herr Fischer
1423,herr Reclam,herr Fischers
1423,herr Reclam,Borch
1423,herr Reclam,Felix Blochs
1423,herr Reclam,Ernst Brausewetter
1423,herr Reclam,Blumenthal
1423,herr Reclam,Frøken Haverland
1423,herr Reclam,Anno
1423,herr Reclam,Heese
1423,herr Reclam,Ramlo
1423,herr Reclam,P. Hansens
1423,herr Reclam,herr Fischer
1423,herr Reclam,herr Fischers
1423,herr Reclam,Ludwig Fulda
1423,herr Reclam,Dr: Brahm
1423,herr Reclam,Dr: Schlenther
1423,herr Reclam,Hoffory
1423,herr Reclam,Fischer
1423,herr Reclam,Bygmester Solness
1424,Paul Herrmann,Hoffory
1424,Paul Herrmann,Henrik Jægers
1424,Paul Herrmann,J. B. Halvorsens
1424,Paul Herrmann,Minden
1425,Hoffory,Paul Herrmann
1425,Hoffory,Watteau
1425,Hoffory,Julius Petersen
1425,Hoffory,Jonas Lie
1425,Hoffory,Edmund Gosse
1425,Hoffory,Suzannah
1425,Hoffory,Brahm
1425,Hoffory,Schlenther
1425,Hoffory,Rode
1425,Hoffory,Lindau
1425,Hoffory,Bülow
1425,Hoffory,Kainz
1425,Hoffory,Sigurd
1425,Hoffory,Fischer
1425,Hoffory,Frøken Klingenfeld
1425,Hoffory,herr Fischers
1425,Hoffory,Brahms
1425,Hoffory,Erich Schmidt
1425,Hoffory,Blumenthal
1425,Hoffory,Frøken Haverland
1425,Hoffory,Anno
1425,Hoffory,Heese
1425,Hoffory,Ramlo
1425,Hoffory,P. Hansens
1425,Hoffory,herr Fischer
1425,Hoffory,herr Reclam
1425,Hoffory,herr Fischers
1425,Hoffory,Ludwig Fulda
1425,Hoffory,Dr: Brahm
1425,Hoffory,Dr: Schlenther
1425,Hoffory,herr Fischer
1425,Hoffory,Ph. Reclam
1425,Hoffory,Sudermanns
1425,Hoffory,"Herr 
"
1425,Hoffory,Varnhagens
1426,Jæger,Bagge
1427,Bagge,Jæger
1427,Bagge,Hegel
1428,Lyran,Limnell
1428,Lyran,Adlersparre
1428,Lyran,Retzius
1428,Lyran,Laura Kielers
1428,Lyran,Nora
1428,Lyran,Laura Kieler
1428,Lyran,Adlersparre
1429,Adlersparre,Limnell
1429,Adlersparre,Lyran
1429,Adlersparre,Retzius
1429,Adlersparre,Laura Kielers
1429,Adlersparre,Nora
1429,Adlersparre,Laura Kieler
1429,Adlersparre,Lyran
1430,Retzius,Limnell
1430,Retzius,Lyran
1430,Retzius,Adlersparre
1431,Fr. Gjertsens,Goethes
1431,Fr. Gjertsens,Rydbergs
1432,Rydbergs,Goethes
1432,Rydbergs,Fr. Gjertsens
1433,Vullums,Sigurds
1433,Vullums,Bergliot
1433,Vullums,Christian Krohg
1433,Vullums,Eilif Peterssen
1433,Vullums,Werenskiold
1433,Vullums,Sinding
1433,Vullums,Boeck
1433,Vullums,Erna Juel Hansen
1433,Vullums,Kr. Janson
1435,Adolf Stern,Wolfgang Kirchbach
1436,Wolfgang Kirchbach,Adolf Stern
1437,Henrik Hedlund,"herr 
"
1437,Henrik Hedlund,Rubensson
1438,"herr 
",Henrik Hedlund
1438,"herr 
",Rubensson
1439,Rubensson,Henrik Hedlund
1439,Rubensson,"herr 
"
1441,Herr Julius Elias,Henrik Jæger
1441,Herr Julius Elias,Frøken Klingenfeld
1443,Gude,Asbjørnsens
1443,Gude,Kittelsen
1443,Gude,Schneider
1443,Gude,Sinding
1443,Gude,Werenskiold
1443,Gude,John Lund
1443,Gude,Qvams
1443,Gude,Giula Pékar
1443,Gude,de Contades
1443,Gude,Prozor
1443,Gude,Åkerman
1443,Gude,Altieri
1444,Kittelsen,Asbjørnsens
1444,Kittelsen,Gude
1444,Kittelsen,Schneider
1444,Kittelsen,Sinding
1444,Kittelsen,Werenskiold
1445,Schneider,Asbjørnsens
1445,Schneider,Gude
1445,Schneider,Kittelsen
1445,Schneider,Sinding
1445,Schneider,Werenskiold
1446,Werenskiold,Asbjørnsens
1446,Werenskiold,Gude
1446,Werenskiold,Kittelsen
1446,Werenskiold,Schneider
1446,Werenskiold,Sinding
1446,Werenskiold,Sigurd
1446,Werenskiold,Bergliot
1446,Werenskiold,Sigurds
1446,Werenskiold,Bergliot
1446,Werenskiold,Christian Krohg
1446,Werenskiold,Eilif Peterssen
1446,Werenskiold,Sinding
1446,Werenskiold,Boeck
1446,Werenskiold,Erna Juel Hansen
1446,Werenskiold,Vullums
1446,Werenskiold,Kr. Janson
1447,Mazzas,herr Mazzas
1448,herr Mazzas,Mazzas
1449,Ellidas,Fallesen
1449,Ellidas,Ballested
1449,Ellidas,Lautenburg
1449,Ellidas,Måské
1450,Emile Zola,John Paulsen
1451,Meyer,Galletti
1452,Galletti,Meyer
1452,Galletti,Capuana
1452,Galletti,Antoine
1453,Hedbergs,Molander
1454,Ballested,Ellidas
1454,Ballested,Lautenburg
1454,Ballested,Måské
1455,Lautenburg,Ballested
1455,Lautenburg,Ellidas
1455,Lautenburg,Måské
1455,Lautenburg,Kainz
1455,Lautenburg,Larronge
1457,Herrn J. H. Rössing,Laura Gundersen
1457,Herrn J. H. Rössing,John Paulsen
1458,Laura Gundersen,Herrn J. H. Rössing
1458,Laura Gundersen,John Paulsen
1459,Madvig,Stenstrup
1459,Madvig,Panum
1460,Stenstrup,Madvig
1460,Stenstrup,Panum
1461,Panum,Madvig
1461,Panum,Stenstrup
1462,Suzannah,Hoffory
1462,Suzannah,Brahm
1462,Suzannah,Schlenther
1462,Suzannah,Rode
1462,Suzannah,Lindau
1462,Suzannah,Bülow
1462,Suzannah,Kainz
1462,Suzannah,Sigurd
1462,Suzannah,Ranft
1462,Suzannah,Frøken Ribbing
1462,Suzannah,Frøken Schreiber
1462,Suzannah,Kalling
1462,Suzannah,Lina
1462,Suzannah,Sigurd
1462,Suzannah,Crispi
1462,Suzannah,Bergliot
1462,Suzannah,Bergliot
1462,Suzannah,Sigurds
1462,Suzannah,Lina
1462,Suzannah,Gusta
1462,Suzannah,Blehr
1462,Suzannah,Carl Lies
1462,Suzannah,Hegel
1462,Suzannah,Larsen
1462,Suzannah,Frøken Cappelen
1462,Suzannah,Sigurd
1462,Suzannah,Garmann
1462,Suzannah,van Osten
1462,Suzannah,Klausen
1462,Suzannah,Gravdal
1462,Suzannah,Giskes
1462,Suzannah,Wolf
1462,Suzannah,Parelius
1462,Suzannah,Regina
1462,Suzannah,Dybwad
1462,Suzannah,Lous
1462,Suzannah,Geert
1462,Suzannah,Ludvig Müller
1462,Suzannah,Skrams
1462,Suzannah,Nana
1462,Suzannah,Wettergreen
1462,Suzannah,Sigurd
1464,Leo Tolstoy,Høedt
1464,Leo Tolstoy,Hennings
1464,Leo Tolstoy,Schnell
1465,Schnell,Leo Tolstoy
1465,Schnell,Høedt
1465,Schnell,Hennings
1466,Wangel,Nils Lund
1466,Wangel,Gundersen
1466,Wangel,Ellida
1466,Wangel,Arnholm
1466,Wangel,Hanson
1466,Wangel,Reimers
1466,Wangel,Klausen
1466,Wangel,Selmer
1466,Wangel,Fallesen
1466,Wangel,Larsen
1466,Wangel,dr: Schlenthers
1466,Wangel,Brahms
1467,Ellida,Nils Lund
1467,Ellida,Wangel
1467,Ellida,Gundersen
1467,Ellida,Arnholm
1467,Ellida,Hanson
1467,Ellida,Reimers
1467,Ellida,Klausen
1467,Ellida,Selmer
1467,Ellida,Fallesen
1467,Ellida,Fallesen
1467,Ellida,Hennings
1467,Ellida,Johannes Brun
1467,Ellida,Juell
1467,Ellida,Herr Schancke
1467,Ellida,Klausen
1467,Ellida,Herr Hansson
1467,Ellida,Bolette
1467,Ellida,Hilde
1467,Ellida,Fallesen
1467,Ellida,Herr Anno
1467,Ellida,Babette
1467,Ellida,Arnholms
1468,Arnholm,Nils Lund
1468,Arnholm,Wangel
1468,Arnholm,Gundersen
1468,Arnholm,Ellida
1468,Arnholm,Hanson
1468,Arnholm,Reimers
1468,Arnholm,Klausen
1468,Arnholm,Selmer
1468,Arnholm,Fallesen
1469,Hanson,Nils Lund
1469,Hanson,Wangel
1469,Hanson,Gundersen
1469,Hanson,Ellida
1469,Hanson,Arnholm
1469,Hanson,Reimers
1469,Hanson,Klausen
1469,Hanson,Selmer
1469,Hanson,Fallesen
1471,Borch,herr Reclam
1471,Borch,herr Fischers
1471,Borch,Felix Blochs
1471,Borch,Ernst Brausewetter
1471,Borch,herr Fischer
1472,Felix Blochs,herr Reclam
1472,Felix Blochs,herr Fischers
1472,Felix Blochs,Borch
1472,Felix Blochs,Ernst Brausewetter
1472,Felix Blochs,Otto Brahm
1472,Felix Blochs,Paul Schlenther
1472,Felix Blochs,Carl Ritter
1472,Felix Blochs,herr Fischer
1472,Felix Blochs,dr: 
1472,Felix Blochs,Brahm
1472,Felix Blochs,herr Fischers
1472,Felix Blochs,frøken Klingenfeld
1472,Felix Blochs,Måské
1472,Felix Blochs,Brahms
1472,Felix Blochs,Schlenthers
1472,Felix Blochs,Anno
1472,Felix Blochs,Blumenthal
1472,Felix Blochs,dr: 
1473,Ernst Brausewetter,herr Reclam
1473,Ernst Brausewetter,herr Fischers
1473,Ernst Brausewetter,Borch
1473,Ernst Brausewetter,Felix Blochs
1474,Juell,Johannes Brun
1474,Juell,Herr Schancke
1474,Juell,Klausen
1474,Juell,Ellida
1474,Juell,Herr Hansson
1474,Juell,Bolette
1474,Juell,Hilde
1474,Juell,Fallesen
1475,Herr Schancke,Johannes Brun
1475,Herr Schancke,Juell
1475,Herr Schancke,Klausen
1475,Herr Schancke,Ellida
1475,Herr Schancke,Herr Hansson
1475,Herr Schancke,Bolette
1475,Herr Schancke,Hilde
1475,Herr Schancke,Fallesen
1476,Bolette,Johannes Brun
1476,Bolette,Juell
1476,Bolette,Herr Schancke
1476,Bolette,Klausen
1476,Bolette,Ellida
1476,Bolette,Herr Hansson
1476,Bolette,Hilde
1476,Bolette,Fallesen
1476,Bolette,Hildur
1477,Hilde,Johannes Brun
1477,Hilde,Juell
1477,Hilde,Herr Schancke
1477,Hilde,Klausen
1477,Hilde,Ellida
1477,Hilde,Herr Hansson
1477,Hilde,Bolette
1477,Hilde,Fallesen
1477,Hilde,Larsen
1477,Hilde,Falsens
1477,Hilde,Dorothea
1478,Herrn Professor,Julius Hoffory
1479,Julius Hoffory,Herrn Professor
1480,Andreas Aubert,Th: Kittelsen
1480,Andreas Aubert,hr. Auberts
1480,Andreas Aubert,Gustav Bruuns
1480,Andreas Aubert,J. E. Sars
1481,Th: Kittelsen,Andreas Aubert
1483,Erik Grane,Benedictssons
1484,Benedictssons,Erik Grane
1485,Watteau,Julius Petersen
1485,Watteau,Jonas Lie
1485,Watteau,Edmund Gosse
1485,Watteau,Hoffory
1488,Herr Anno,Babette
1488,Herr Anno,Arnholms
1488,Herr Anno,Ellida
1489,Babette,Herr Anno
1489,Babette,Arnholms
1489,Babette,Ellida
1490,Arnholms,Herr Anno
1490,Arnholms,Babette
1490,Arnholms,Ellida
1491,Ida Aalberg Kivekäs,Hedda
1492,Rasmus B. Anderson,Hr. Prof. Anderson
1493,Hr. Prof. Anderson,Rasmus B. Anderson
1494,dr: Schlenthers,Wangel
1494,dr: Schlenthers,Larsen
1494,dr: Schlenthers,Brahms
1495,Brahms,Wangel
1495,Brahms,Larsen
1495,Brahms,dr: Schlenthers
1495,Brahms,Hoffory
1495,Brahms,Erich Schmidt
1495,Brahms,Schlenthers
1495,Brahms,Anno
1495,Brahms,Blumenthal
1495,Brahms,Felix Blochs
1495,Brahms,dr: 
1495,Brahms,Baronin Todesco
1496,Jacob Hegel,Jonas Collin
1496,Jacob Hegel,"Mr. 
"
1496,Jacob Hegel,S. Bing
1497,grev Prozor,Snoilsky
1497,grev Prozor,Gina
1498,Snoilsky,grev Prozor
1498,Snoilsky,Mr. Roger
1498,Snoilsky,greve
1498,Snoilsky,herr Darzens
1498,Snoilsky,grev Prozors
1498,Snoilsky,Elisabeth
1499,Kainz,Larronge
1499,Kainz,Lautenburg
1499,Kainz,Suzannah
1499,Kainz,Hoffory
1499,Kainz,Brahm
1499,Kainz,Schlenther
1499,Kainz,Rode
1499,Kainz,Lindau
1499,Kainz,Bülow
1499,Kainz,Sigurd
1500,Larronge,Kainz
1500,Larronge,Lautenburg
1501,Didi Heibergs,Nils Lund
1502,Ida Aalberg,August måned
1502,Ida Aalberg,Nils Lund
1504,Mandt,Losting
1504,Mandt,Magnus Bagge
1504,Mandt,Markus Thrane
1504,Mandt,Henrik Jæger
1504,Mandt,Karl
1505,Losting,Mandt
1505,Losting,Magnus Bagge
1505,Losting,Markus Thrane
1505,Losting,Henrik Jæger
1505,Losting,Karl
1506,Magnus Bagge,Mandt
1506,Magnus Bagge,Losting
1506,Magnus Bagge,Markus Thrane
1506,Magnus Bagge,Henrik Jæger
1506,Magnus Bagge,Karl
1507,Markus Thrane,Mandt
1507,Markus Thrane,Losting
1507,Markus Thrane,Magnus Bagge
1507,Markus Thrane,Henrik Jæger
1507,Markus Thrane,Karl
1508,Mrs: Archer,Mr: Scott
1509,Cortes,Julius Petersen
1509,Cortes,Hegel
1510,J. B. Halvorsens,Henrik Jægers
1510,J. B. Halvorsens,Paul Herrmann
1510,J. B. Halvorsens,Minden
1510,J. B. Halvorsens,Aage Madsen
1511,Minden,Henrik Jægers
1511,Minden,J. B. Halvorsens
1511,Minden,Paul Herrmann
1512,"Mr: 
",W. Archer
1512,"Mr: 
",Edmund Gosse
1512,"Mr: 
",herr Molander
1512,"Mr: 
",Fritze
1512,"Mr: 
",Carl Larsen
1513,W. Archer,"Mr: 
"
1513,W. Archer,Edmund Gosse
1513,W. Archer,herr Molander
1513,W. Archer,Fritze
1513,W. Archer,Carl Larsen
1513,W. Archer,Julius Elias
1513,W. Archer,W. Heinemann
1513,W. Archer,M. Prozor
1513,W. Archer,Hegel
1513,W. Archer,Abrahams
1514,herr Molander,"Mr: 
"
1514,herr Molander,W. Archer
1514,herr Molander,Edmund Gosse
1514,herr Molander,Fritze
1514,herr Molander,Carl Larsen
1515,Fritze,"Mr: 
"
1515,Fritze,W. Archer
1515,Fritze,Edmund Gosse
1515,Fritze,herr Molander
1515,Fritze,Carl Larsen
1516,Carl Larsen,"Mr: 
"
1516,Carl Larsen,W. Archer
1516,Carl Larsen,Edmund Gosse
1516,Carl Larsen,herr Molander
1516,Carl Larsen,Fritze
1517,Salicath,Nils Lund
1517,Salicath,herr Lund
1518,Mr. Roger,greve
1518,Mr. Roger,Snoilsky
1518,Mr. Roger,Mr. Savine
1518,Mr. Roger,Prozor
1519,greve,Mr. Roger
1519,greve,Snoilsky
1522,Suphan,Heyse
1522,Suphan,Erich Schmidt
1523,Erich Schmidt,Heyse
1523,Erich Schmidt,Suphan
1523,Erich Schmidt,Hoffory
1523,Erich Schmidt,Brahms
1524,Ristori,Inger
1527,V: Vasenius,Henrik Ibsen
1528,Eilif Peterssen,Stephan Sinding
1528,Eilif Peterssen,Sigurds
1528,Eilif Peterssen,Camilla Collett
1528,Eilif Peterssen,Robert
1528,Eilif Peterssen,Suzannah Ibsen
1528,Eilif Peterssen,Bergliot
1528,Eilif Peterssen,Falsen
1528,Eilif Peterssen,Dorothea
1528,Eilif Peterssen,Magdalena
1528,Eilif Peterssen,Herman
1528,Eilif Peterssen,Hegel
1528,Eilif Peterssen,Bjørns
1528,Eilif Peterssen,Chr. Krogh
1528,Eilif Peterssen,Strindberg
1528,Eilif Peterssen,Sigurd
1528,Eilif Peterssen,Blehrs
1528,Eilif Peterssen,Lina
1528,Eilif Peterssen,Bergliot
1528,Eilif Peterssen,frøken Blehr
1528,Eilif Peterssen,Falsens
1528,Eilif Peterssen,Henrik Anton
1528,Eilif Peterssen,Sigurds
1528,Eilif Peterssen,Bergliot
1528,Eilif Peterssen,Christian Krohg
1528,Eilif Peterssen,Werenskiold
1528,Eilif Peterssen,Sinding
1528,Eilif Peterssen,Boeck
1528,Eilif Peterssen,Erna Juel Hansen
1528,Eilif Peterssen,Vullums
1528,Eilif Peterssen,Kr. Janson
1530,Madame Henr. Ibsen,Ravnkilde
1530,Madame Henr. Ibsen,Ingeborg Aas
1531,Ingeborg Aas,Madame Henr. Ibsen
1532,frøken Riis,B. Grønvold
1532,frøken Riis,Grubhofer
1533,Natalie,Emma Hansch
1534,Emma Hansch,Natalie
1535,Bull,Mai Maaned
1535,Bull,Bjørnstierne Bjørnson
1535,Bull,Henrik Ibsen
1536,Bjørnstierne Bjørnson,Mai Maaned
1536,Bjørnstierne Bjørnson,Bull
1536,Bjørnstierne Bjørnson,Henrik Ibsen
1537,Lindau,Suzannah
1537,Lindau,Hoffory
1537,Lindau,Brahm
1537,Lindau,Schlenther
1537,Lindau,Rode
1537,Lindau,Bülow
1537,Lindau,Kainz
